setting,episode,trace_episode,seed,success,trace_success,failure_stage,steps_logged,initial_open_left_m,initial_open_right_m,max_open_left_m,max_open_right_m,max_fork_lift_m,max_spoon_lift_m,min_left_link6_to_fork_m,min_right_link6_to_spoon_m,max_target_streak,final_fork_target_xy_error_m,final_spoon_target_xy_error_m
clear,16,15,243580376,True,True,success,180,1.0844271969290276e-07,4.106426843009103e-08,0.049467358738183975,0.050290897488594055,0.10316729545593262,0.10705447196960449,0.1372547447681427,0.13720367848873138,12,0.018663406922375243,0.002279425634489932
clear,17,16,1991416408,True,True,success,190,7.419851755230411e-08,-4.312228085723291e-08,0.04998283460736275,0.049703676253557205,0.09255516529083252,0.10481482744216919,0.13854306936264038,0.13825763761997223,10,0.034459600742269954,0.013791635648884847
clear,18,17,1171049868,True,True,success,140,7.385672802229237e-07,6.458822667809727e-07,0.04955245181918144,0.05055062845349312,0.10513824224472046,0.099509596824646,0.1384984254837036,0.13266588747501373,7,0.0020452475431848647,0.006086210514653818
clear,19,18,1646868794,True,True,success,160,-1.1680164391236758e-07,-5.4937508764396625e-08,0.04996294528245926,0.04988536611199379,0.105746328830719,0.10651373863220215,0.1355767548084259,0.13788233697414398,13,0.010368132205121863,0.0019683242889165405
clear,20,19,2051556033,True,True,success,160,7.037492082417884e-07,1.146580643762718e-06,0.049943707883358,0.04995204135775566,0.10647475719451904,0.1084984540939331,0.1373027265071869,0.1377277970314026,5,0.01041344708884699,0.0057818458013818
random,1,0,209652396,False,False,both_lifted_but_not_placed,361,-5.386332304624375e-07,-2.360337134632573e-07,0.050049301236867905,0.0499989278614521,0.09703308343887329,0.09300237894058228,0.14515560865402222,0.1400035172700882,0,0.049472130859230634,0.013923801117447562
random,2,1,398764591,True,True,success,140,3.4170045637438307e-07,1.3812066868013062e-07,0.05000709742307663,0.04991000145673752,0.10064297914505005,0.10466647148132324,0.1406416893005371,0.13807782530784607,7,0.025700064409271136,0.010500619038162587
random,3,2,924231285,True,False,success,170,2.238470813153981e-07,1.3142603449978196e-07,0.04971756786108017,0.04960240423679352,0.1057705283164978,0.10734528303146362,0.13617755472660065,0.13841237127780914,4,0.0051434179907595265,0.012024556951720175
random,4,3,1478610112,True,True,success,140,1.509797868948226e-07,1.0209092238255835e-07,0.04980401694774628,0.04977301508188248,0.10584354400634766,0.10736215114593506,0.1393783539533615,0.13782928884029388,10,0.023699213761775383,0.011610848201405897
random,5,4,441365315,True,True,success,160,1.0665088012729029e-07,2.9436125714710215e-07,0.04999494552612305,0.04999876394867897,0.10609370470046997,0.10064929723739624,0.13716065883636475,0.13981309533119202,6,0.007336465766981305,0.015903627218504253
random,6,5,1537364731,True,True,success,150,2.0419919621872396e-07,2.825465230671398e-07,0.0497833788394928,0.04968571290373802,0.10547775030136108,0.09787935018539429,0.1388997882604599,0.13932251930236816,12,0.009695000349233254,0.01773322669427024
random,7,6,192771779,True,True,success,170,2.858964762708638e-07,8.504615607307642e-07,0.049970585852861404,0.04982319846749306,0.10508936643600464,0.10603785514831543,0.1399545967578888,0.13794147968292236,9,0.028845178998366555,0.0016466786612914467
random,8,7,1491434855,True,True,success,160,-1.9475574219995906e-07,3.317946948300232e-07,0.05081624537706375,0.05000070109963417,0.10402631759643555,0.10587877035140991,0.13748081028461456,0.13786326348781586,10,0.008758657807998067,0.004455892969082303
random,9,8,1819583497,True,True,success,140,-3.448614336321043e-07,4.070548698109633e-07,0.04986434802412987,0.04972962662577629,0.10537415742874146,0.07248824834823608,0.13946451246738434,0.13878704607486725,7,0.015198397129852147,0.0050664264282407915
random,10,9,530702035,True,True,success,140,2.955688955808e-07,2.793055671190814e-07,0.049829576164484024,0.05068793520331383,0.10620516538619995,0.05192166566848755,0.1396278589963913,0.13831745088100433,8,0.019784614900310395,0.02439688191601612
random,11,10,626610453,True,True,success,140,-2.3678907723478915e-07,-5.457223650751075e-08,0.049974292516708374,0.04999931529164314,0.0994294285774231,0.10385149717330933,0.13921509683132172,0.13786515593528748,13,0.014936496091430143,0.0066745227109314366
random,12,11,1650906866,True,True,success,170,5.413808707999124e-07,8.302882292809954e-07,0.05007386952638626,0.051496054977178574,0.09977728128433228,0.10603398084640503,0.13736289739608765,0.13785701990127563,11,0.018970649314959044,0.0039098672168570645
random,13,12,1879422756,True,False,success,140,3.140823423564143e-07,-2.1150607665276766e-07,0.05179085209965706,0.049987901002168655,0.1057889461517334,0.10738027095794678,0.13703344762325287,0.13815276324748993,4,0.009990590897668704,0.01183301678258861
random,14,13,1277901399,False,True,trace_evaluator_mismatch,361,-2.029351122700973e-07,-6.666266472166171e-08,0.050001244992017746,0.050546519458293915,0.10358160734176636,0.10769647359848022,0.14130355417728424,0.13826079666614532,6,0.03563228909004521,0.014977149737418972
random,15,14,1682652230,True,True,success,140,1.3854473479568696e-07,-2.1768700264601648e-07,0.04976724088191986,0.04966665804386139,0.09938180446624756,0.10405480861663818,0.13992127776145935,0.1384267807006836,11,0.019919067125417342,0.007575415519226778
random,16,15,243580376,True,True,success,140,-4.2895356955341413e-07,-5.246685930160311e-08,0.04989391937851906,0.05007649585604668,0.10455554723739624,0.10704922676086426,0.13814058899879456,0.13843214511871338,10,0.007289145446386519,0.016392314581796227
random,17,16,1991416408,True,True,success,140,2.071921869628568e-07,4.978436436431366e-07,0.04958822950720787,0.04937757924199104,0.10603386163711548,0.1001051664352417,0.1376611590385437,0.14047092199325562,9,0.011706043312710792,0.018504526795530416
random,18,17,1171049868,True,True,success,140,-3.1098826980269223e-07,2.492735120540601e-07,0.04946613311767578,0.051133256405591965,0.10230785608291626,0.10334491729736328,0.13868363201618195,0.13961844146251678,10,0.016203850744849212,0.014373934906892236
random,19,18,1646868794,True,True,success,140,-1.9419613295212912e-07,6.0759788311770535e-09,0.04999934881925583,0.04999994859099388,0.10588842630386353,0.10511422157287598,0.1388792246580124,0.13863103091716766,10,0.018390650207029978,0.005567616863772574
random,20,19,2051556033,True,True,success,160,-1.471474746495005e-07,2.557727540875021e-08,0.049939416348934174,0.049871932715177536,0.10327428579330444,0.10660344362258911,0.13962680101394653,0.13809560239315033,10,0.020442035744202388,0.006788798799556755
